M1L.min.out:      -43092000.00     2277800000000.00
0YL.min.out:      -18104000.00     318990000000.00
MEP.min.out:      -16458000.00     356500000000.00
PPQ.min.out:      -14934000.00     333950000000.00
3A2.min.out:      -14163000.00     155180000000.00
RSP.min.out:      -13248000.00     253560000000.00
2BV.min.out:      -8446000.00     68637000000.00
T23.min.out:      -7660000.00     77228000000.00
A39.min.out:      -2229500.00     6697100000.00
CC7.min.out:      -1530200.00     3203200000.00
R45.min.out:      -1513600.00     1880500000.00
MPJ.min.out:      -1361700.00     2935800000.00
BIR.min.out:      -1316800.00     1651900000.00
TP6.min.out:      -1215200.00     1672700000.00
IOX.min.out:      -1126400.00     2699300000.00
6MT.min.out:      -778890.00     825130000.00
STP.min.out:      -632790.00     502940000.00
S4G.min.out:      -552170.00     430590000.00
0K5.min.out:      -538430.00     326990000.00
TFF.min.out:      -479410.00     289610000.00
2DA.min.out:      -430080.00     268870000.00
35G.min.out:      -338830.00     151340000.00
P2U.min.out:      -337810.00     168290000.00
BGM.min.out:      -325820.00     150710000.00
0KE.min.out:      -276610.00     92165000.00
1OR.min.out:      -265600.00     73216000.00
09M.min.out:      -256310.00     83080000.00
IGU.min.out:      -244900.00     84761000.00
X41.min.out:      -187830.00     29776000.00
O2C.min.out:      -174780.00     45397000.00
2BU.min.out:      -167400.00     33128000.00
2DT.min.out:      -166820.00     40116000.00
IPL.min.out:      -152000.00     49067000.00
70U.min.out:      -144610.00     36564000.00
MYY.min.out:      -136670.00     15167000.00
PPU.min.out:      -127820.00     16777000.00
2GT.min.out:      -121590.00     19623000.00
14E.min.out:      -116700.00     14776000.00
GDO.min.out:      -97593.00     13445000.00
CCC.min.out:      -95375.00     12191000.00
L3A.min.out:      -80862.00     8202500.00
KET.min.out:      -75957.00     10212000.00
EIT.min.out:      -55703.00     3763800.00
XP4.min.out:      -55218.00     2552800.00
PSK.min.out:      -48325.00     3272800.00
N6R.min.out:      -44752.00     2145000.00
P2T.min.out:      -40165.00     2048400.00
RP2.min.out:      -38121.00     2786400.00
GMU.min.out:      -32997.00     1282300.00
S4C.min.out:      -30200.00     1321700.00
ML5.min.out:      -27158.00     861710.00
A23.min.out:      -23708.00     728730.00
354.min.out:      -23322.00     757550.00
RXP.min.out:      -23216.00     392300.00
00H.min.out:      -23111.00     709900.00
A2L.min.out:      -20225.00     507560.00
4AC.min.out:      -20170.00     547430.00
U2L.min.out:      -17508.00     379970.00
M5M.min.out:      -13776.00     256540.00
YML.min.out:      -11929.00     164330.00
U2N.min.out:      -11591.00     194000.00
2PA.min.out:      -10247.00     232600.00
PMH.min.out:      -10030.00     148140.00
TC1.min.out:      -9064.80     107940.00
5FC.min.out:      -8854.00     110540.00
P52.min.out:      -8484.80     62758.00
C2P.min.out:      -7826.20     89618.00
CB2.min.out:      -7807.60     90831.00
381.min.out:      -7613.10     70485.00
N7O.min.out:      -7208.80     56953.00
5YL.min.out:      -7038.30     54675.00
PMM.min.out:      -6927.00     113830.00
HEU.min.out:      -6330.20     54954.00
PH0.min.out:      -5878.90     34123.00
6CT.min.out:      -5853.50     46127.00
A2P.min.out:      -5554.00     42333.00
CMP.min.out:      -5242.80     34728.00
202.min.out:      -4485.00     119940.00
GWE.min.out:      -4474.10     28443.00
N6S.min.out:      -4115.20     17169.00
TFE.min.out:      -4024.80     22032.00
25H.min.out:      -3966.40     22983.00
RES.min.out:      -3696.70     27254.00
DI.min.out:      -3592.70     21870.00
I5C.min.out:      -3192.50     15078.00
2BT.min.out:      -3004.40     11778.00
C25.min.out:      -2969.40     13552.00
MPS.min.out:      -2957.10     22051.00
5BU.min.out:      -2753.60     11950.00
MG1.min.out:      -2499.90     10320.00
I20.min.out:      -2402.40     5693.10
US1.min.out:      -2392.00     8420.30
INJ.min.out:      -2259.30     5225.00
3DA.min.out:      -2116.20     7788.70
UBB.min.out:      -2078.80     6860.20
GGZ.min.out:      -2027.60     4638.50
1IU.min.out:      -1869.70     3684.30
NMS.min.out:      -1868.30     4697.20
BOE.min.out:      -1799.50     4167.50
